bidder_id,avg_avg_time_between_other_bids,avg_avg_time_between_own_bids,avg_avg_time_between_own_bids_second,avg_consecutive_bids_per_auction,avg_n_bids_per_auction,avg_whole_time_per_auction,max_avg_time_between_other_bids,max_avg_time_between_own_bids,max_avg_time_between_own_bids_second,max_n_bids_per_auction,min_avg_time_between_other_bids,min_avg_time_between_own_bids,min_avg_time_between_own_bids_second,min_n_bids_per_auction,n_auctions,n_auctions_won,n_bids,n_bids_first,n_countries,n_devices,n_ips,n_urls,var_avg_time_between_other_bids,var_n_bids_per_auction
a679d00c30c269a8eca148458abb8665kciaf,24776555023.991665,4179608947368.323,3699248538011.2964,1.0,1.9565217391304348,5904515789473.5,185578947368.5,9625631578947.0,8701684210525.0,11,81339713.0,172263157895.0,44350877192.888885,1,23,0,45,0,16,12,37,1,3.2772994668427377e+21,4.4980237154150196
ab3e02a6b47b250b738fdb010dc84cd7lrr07,29483607693.531616,2234203477443.526,-785671973684.4208,1.0692640692640691,3.8636363636363638,7342864035087.583,189210526316.0,8064052631579.0,1707368421052.6667,22,87719298.0,34421052631.0,-5115210526317.0,1,22,0,85,0,1,33,61,40,2.907347345331143e+21,23.17099567099567
42c407eb70ddacdcd59d63f22caaafc4fa0p2,102313450184.3947,1366782037773.4692,287072332670.8924,1.4780217331687917,6.634615384615385,4079642468239.517,788140350877.0,8553578947368.0,8374736842105.0,107,600000000.2,4252631578.8,-3426789473684.0,1,52,0,345,2,12,82,88,68,3.1818218564578523e+22,287.0599547511312
a5fb60c136b7e0a6d0d6e27cadb2a797225r6,357189710727.8121,591481265664.113,-114587111244.04141,1.4026556776556776,8.307692307692308,3344694736842.0,1975421052632.0,1975421052632.0,23157894736.666668,22,33934210526.5,137631578947.33334,-765921052631.5,1,13,4,108,5,1,53,58,52,4.094926062336779e+23,69.73076923076923
721e69fd30e33488bf82b7e2f9c8cee28a9ea,2016186299.111111,3705972222222.3335,2621453947368.325,1.0,1.5357142857142858,6685587719298.333,6289473684.0,7125315789474.0,4886631578948.0,7,22556391.0,1028157894736.5,5368421052.8,1,28,0,43,0,12,33,37,4,4.994919380587639e+18,1.739417989417989
e97becf0d4632035ad4cd5e65c827d6f0xawy,49938596491.166664,1478421052631.3333,,1.0,1.375,1478421052631.3333,149131578947.5,4429263157894.0,,2,78947368.5,1263157895.0,,1,8,0,11,0,6,7,10,9,7.379505078514278e+21,0.26785714285714285
2b72d702b44fd7dd58062e326fd8e4779j8mp,2914473684.375,4051684210526.1665,-8710526315.5,1.0,1.25,5616421052631.5,5815789474.0,6538631578947.0,-8710526315.5,4,13157894.75,1564736842105.3333,-8710526315.5,1,16,0,20,0,6,14,19,3,1.6835266622254674e+19,0.6
27cc072f1432f7aec4b7e17cf2e473f2x3bjg,25651289111.751614,1233463307673.3022,-427689269593.5418,1.1544341725775138,8.156862745098039,7795535087719.208,105197368421.125,8245000000000.0,335236842105.5,42,75187969.85714285,1947368421.0,-6097842105262.0,1,51,0,416,0,10,35,65,36,1.088587878201332e+21,150.8549019607843
481db1a88023d22b3533044bff5239dbf3cda,153289473.8125,1154336032388.7437,-1369796398891.6052,1.0,6.857142857142857,8700684210526.5,263157895.0,1963157894737.0,-329639889.2105263,40,43421052.625,345514170040.4872,-2739263157894.0,1,7,0,48,0,11,35,45,6,2.414213994846779e+16,214.14285714285714
a2b4df001b0e40a398f6d4ae9b316c0eix5bh,962280701.7916667,1468364511278.2075,1174736842104.9583,1.0,1.8571428571428572,5170600000000.2,2315789474.0,3063000000000.0,4908526315788.0,8,65789473.75,461578947368.6667,-382473684210.5,1,21,0,39,0,12,20,26,17,9.382656206414999e+17,3.6285714285714286
92a63dbb8323426833b944a4fc196fe27pzha,136842105.4,1181184210526.25,1470719298245.6667,1.0,1.8,4724736842105.0,136842105.4,1181184210526.25,1470719298245.6667,5,136842105.4,1181184210526.25,1470719298245.6667,1,5,0,9,0,1,6,9,2,,3.2
4c2699de8bc9516b09c5e5c8bae6d6c6xiry9,1653508771.9166667,3605834978070.1045,-785457894736.7,1.0,1.76,6792888157894.75,2605263158.0,9420210526315.0,1612245614035.0,5,73684210.4,461263157895.0,-4273947368420.0,1,25,0,44,0,22,28,41,19,1.0745847076256627e+18,1.7733333333333334
25558d24bca82beef0f9db4ba1fe2045ynnvq,,,,1.0,1.0,,,,,1,,,,1,8,0,8,0,1,2,3,8,,0.0
0918eedd8324da06abe5600f058480dc75nfo,43859649.166666664,663256965944.2354,-151500000000.0,1.0,5.25,11275368421052.0,43859649.166666664,663256965944.2354,-151500000000.0,18,43859649.166666664,663256965944.2354,-151500000000.0,1,4,0,21,0,7,14,19,9,,72.25
0825d381aa09d1d0c47c77c372f07acbe02ky,8367045555.1166525,3342419181707.721,-622049652777.8142,1.0215384615384617,2.5076923076923077,7373600619195.0,33868421053.0,10077684210527.0,3671684210527.0,50,21052631.6,1719298245.6666667,-5923894736842.0,1,65,0,163,0,20,84,126,18,1.1000389824964908e+20,38.878846153846155
9211adb9cc770c78a70b55441acd146bfxnz2,8867490696.506565,2470081688596.396,-2629674872665.4033,1.0,2.272727272727273,6192324561403.333,22447368421.0,4934684210526.0,346210526316.0,33,73365231.27272727,415042763157.875,-6964736842105.0,1,33,0,75,0,12,45,63,26,7.835425685190654e+19,31.142045454545453
12c1b22ede3c23949bf130cc7bac6316ks7fj,10193922305.791666,3165720551378.3213,180036842105.55,1.0,2.0869565217391304,4828007518796.857,32771929824.666668,10926684210526.0,7208000000000.0,4,0.0,73526315789.0,-4740894736841.0,1,23,0,48,0,2,19,36,11,1.2088987197057848e+20,0.9920948616600789
4376fc192e83a1a5d7a83085369916e8rr035,105263158.0,4338947368421.0,-8520315789474.0,1.0,3.0,8677894736842.0,105263158.0,4338947368421.0,-8520315789474.0,3,105263158.0,4338947368421.0,-8520315789474.0,3,1,0,3,0,1,2,3,2,,
eace2a2890644d703c619fff7e41a9a16k7lf,1798245614.0,7065736842105.0,,1.0,1.3,7065736842105.0,4315789474.0,10943263157894.0,,2,105263157.5,2343736842105.0,,1,10,0,13,0,5,11,13,8,4.942059096591181e+18,0.2333333333333335
916aedb8fd708e100318969dfe57a4639hexd,84196637426.84029,4711409610984.174,598763955342.7273,1.0025575447570334,2.764705882352941,7661192982456.333,390649122807.0,10903315789474.0,3532684210526.0,24,74561403.54166667,500299771167.04346,-1741210526316.0,1,17,0,47,0,10,34,43,11,2.3106324087538786e+22,30.441176470588236
ba194af5111cfcf1dd95eb36160c728ds4kcy,0.0,4672157894736.0,,1.0,1.0833333333333333,4672157894736.0,0.0,4672157894736.0,,2,0.0,4672157894736.0,,1,12,0,13,0,3,10,11,7,,0.08333333333333327
9b51afa3c3a736bdf93bd1f2a7b0a0903c34w,2491754385.9361906,3635029520917.9424,-868632345426.5695,1.0,6.045454545454546,8077442105263.4,6026315789.5,6201631578948.0,287174246.29126215,105,59649122.84761905,127656376518.21153,-2530736842105.0,1,22,0,133,0,17,67,113,25,6.234073407061422e+18,489.0930735930736
67a1b129ca241c51d0abb5484f8eb3fct8o5c,95331964781.31917,715948873535.8093,125737553700.80684,1.5839643389776594,42.224,4259338345864.676,1441982456140.3333,5871315789473.0,5213421052631.0,1135,78387458.04255319,2355521155.8333335,-3881789473684.0,1,250,19,10556,17,65,404,6692,22,5.2275659148199895e+22,13997.491791164659
f9753e9fd6e25e0a1ae176ab95c31146iaqnv,11132894736.7,3798760387811.5527,-84552631578.94444,1.0,5.0,10141342105263.5,22157894736.5,6892789473684.0,-84552631578.94444,20,107894736.9,704731301939.1052,-84552631578.94444,1,5,0,25,0,1,13,21,9,2.4310124999117993e+20,70.5
e0a9e4ffe2acd28599dacb91c98c34bc66vo3,5873099415.183333,3713817076023.3916,-274201754385.79166,1.0357142857142858,1.619047619047619,5262557894736.866,34763157895.0,12418578947369.0,5453315789475.0,6,0.0,1947368421.0,-6378210526317.0,1,42,0,68,0,16,40,60,17,1.0534642380879933e+20,1.168408826945412
4d1542974bc322859d3d099b8c5193felot1k,39802554993.83267,2292801878692.5317,-253647015281.33267,1.0068258938662624,6.7,7214350877192.963,260912280701.83334,10602052631579.0,1028894736842.0,55,52631579.0,162073684210.4,-2480736842105.3335,1,50,1,335,1,7,60,309,14,4.43141582918295e+21,147.31632653061226
354d4abc23881a40b8f119225e0dbd09tk1u3,1963157894.7,2299733333333.2,-1056122807017.6666,1.0,1.5238095238095237,5109831578947.2,7421052631.75,4459052631579.0,855289473684.0,4,78947368.25,14368421052.0,-3261894736842.0,1,21,0,32,0,8,20,28,20,9.569459834562224e+18,1.161904761904762
462df7ecf1d47980dea6a93d44fb408d4u2d5,14982721226.209469,1353257014771.8538,-567542088175.112,1.0,3.9047619047619047,6820766081871.556,48561403508.666664,4498789473684.0,731684210526.0,18,140350877.33333334,114631578948.0,-4975210526316.0,1,21,1,82,0,23,53,75,7,4.0927309106746235e+20,25.990476190476194
37ca0d0ded383d709676a4f9729ef39cpjfh4,0.0,4430894736842.0,,1.0,1.0769230769230769,4430894736842.0,0.0,4430894736842.0,,2,0.0,4430894736842.0,,1,13,0,14,0,6,12,14,7,,0.07692307692307694
782557b3ec17063f2a36fc9193ed3200h14me,10457570022.03379,2090926988758.3953,183711145510.77222,1.0498236331569664,4.079365079365079,6996227146814.395,129868421052.5,12486684210527.0,4050578947368.0,19,57017543.916666664,48000000000.0,-4980052631580.0,1,63,0,257,0,28,103,185,84,5.659171449675851e+20,19.493599590373787
050a3b29ca1818e1f237df8132bc2013bcuxi,10602192982.475,2674336695906.3003,186657894736.9375,1.0,1.9047619047619047,5389921052631.333,29231578947.6,9505578947368.0,315210526316.0,6,78947368.33333333,285094736842.0,109894736842.25,1,21,0,40,0,11,21,36,19,1.612466770532994e+20,2.9904761904761905
8a958e0092f6ca984107ea6c3975f806c59m2,87719298.0,5776921052631.5,9126368421053.0,1.0,3.0,11553842105263.0,87719298.0,5776921052631.5,9126368421053.0,3,87719298.0,5776921052631.5,9126368421053.0,3,1,0,3,0,1,3,3,2,,
438e53670ffa2990cdef656700bb49bf684fz,930409356.9222221,1581635477582.759,-3124059210526.625,1.0,1.8,6420228070175.333,2473684211.0,3310210526315.5,97460526315.75,10,70175438.66666667,34000000000.0,-6345578947369.0,1,15,0,27,0,2,14,25,25,1.794122294677495e+18,5.457142857142857
d3c80e9f6b8e1d774679fd8dd5aae611e3qls,296052631.375,3853333333333.3335,498736842105.25,1.0,1.3333333333333333,6742026315789.5,552631579.0,6379315789474.0,1836157894737.0,4,78947368.0,2857842105263.0,-838684210526.5,1,24,0,32,0,13,25,29,26,4.207063720325485e+16,0.7536231884057972
1395ca662a02245233af951cc7ad8313vk6w0,1842631578.8977778,1771672222222.3367,407540570175.53125,1.0,1.6590909090909092,3923094736842.2666,11289473684.5,4564105263158.0,8678105263157.0,6,35087719.333333336,3000000000.0,-6307526315789.0,1,44,0,73,0,20,43,59,2,1.159832451824035e+19,1.3461945031712474
96f31c5b3baa8704096cc8d4301b4c96i6fyp,37180098684.11562,3989204875168.7095,83233596491.37497,1.0,2.3529411764705883,7767332236842.125,343473684210.0,8478736842105.0,4427105263159.0,14,78947368.5,905190283400.7693,-4991631578946.0,1,34,0,80,0,16,46,71,51,9.136872422575884e+21,6.35650623885918
0c55920fb607fef2d33324f33565758a6e4dj,4089068825.9871793,2582521929824.57,378076555023.9091,1.0,1.7727272727272727,4542403508771.833,12447368421.5,4878263157895.0,378076555023.9091,13,52631579.0,5368421052.0,378076555023.9091,1,22,0,39,0,10,27,37,7,2.2734217903197843e+19,6.469696969696971
f6485cac867e1e7d2d991838551b4c4bfnarv,35890925229.69613,2899163742690.1562,-306092865497.0844,1.170731707317073,2.2195121951219514,5072046052631.667,108973684210.5,9468421052632.0,3649473684210.0,7,1394736842.0,3263157894.6666665,-5519105263159.0,1,41,0,91,0,1,38,54,17,1.0667032424522887e+21,1.9256097560975611
ba6811273d4f63d9a31937b71b0a22dforovn,363781820190.6637,1687979572112.9834,14127061403.49068,1.1961335765683592,8.173913043478262,8221877192982.277,2262526315790.0,5158973684210.5,2401473684210.0,34,5238390092.970589,232947368421.0,-2704263157895.0,1,23,3,188,6,3,56,64,182,2.996635485247867e+23,91.42292490118577
16065749457a14b26998fefca503c3ecf9og8,184210526.42857143,1996485829959.5,-4850877193.0,1.0,4.5,4162315789473.5,236842105.5,3632000000000.0,-4850877193.0,14,131578947.35714285,360971659919.0,-4850877193.0,1,4,0,18,0,8,13,17,1,5540166231104064.0,40.333333333333336
17b41c48d6f53585c7bf3b65977eada0yxs8n,3173007518.77,1585986929824.635,-139426705653.0037,1.0555555555555556,1.8611111111111112,5047673684210.6,18824561403.666668,3797394736842.0,3805052631578.0,7,61403508.666666664,578947369.0,-6606578947368.0,1,36,0,67,0,16,40,53,19,3.1502785337541235e+19,2.5801587301587303
7ce12bb499c156ba4513becaa42aa8c143v75,268457310669.06058,1764511873433.4585,-366853241153.62823,1.221276595744681,7.071428571428571,5755592105263.0,783947368421.0,5380578947368.0,2975022301.5254235,61,19835526315.75,118000000000.0,-694991228070.1666,1,14,1,99,2,1,39,84,92,9.944286128766523e+22,247.60989010989013
0a6ba32afe4756995db2f5cf2461cddbvj445,1486842105.0,14631578947.5,1368421052.0,1.0,2.0,16078947368.5,1921052631.0,26368421053.0,1368421052.0,3,1052631579.0,2894736842.0,1368421052.0,1,3,0,6,0,3,4,4,6,3.770775617783931e+17,1.0
c128bfe7aba668d71126d51b32428c01tkq99,16719941028.317331,1690760939365.0105,-151953229807.5747,1.0902145473574045,5.9714285714285715,5653597744360.81,94657894736.5,11169000000000.0,3831157894737.0,44,79922027.37037037,52631579.0,-2627052631579.0,1,70,1,418,0,7,120,270,80,5.149273215557464e+20,82.54989648033126
666e1e141862a646afaa2b71fc7d2c25r1b4h,1565789473.55,41750000000.125,19421052631.333332,1.1388888888888888,1.5555555555555556,166684210526.5,2078947368.5,83289473684.25,19421052631.333332,5,1052631578.6,210526316.0,19421052631.333332,1,9,0,14,0,3,10,13,11,5.266620502990305e+17,1.7777777777777777
8bf07d8631a2808f2c869e27afad2d41swgkd,36219015379.369095,412736058510.2288,-31330816211.389225,1.431846375667415,18.529761904761905,3569411862990.8174,663499999999.5,9854315789473.0,6896736842105.0,207,83396898.0531401,1421052632.0,-2533210526316.0,1,168,2,3113,4,46,171,514,844,8.772103187393129e+21,1918.8374322783006
0181b91f58e6cbaa832235e2879c9c00ovrzi,2070175438.4333332,2854147368421.1,3739684210527.0,1.0,1.6666666666666667,3422663157894.8,4657894736.5,4866894736842.0,3739684210527.0,3,52631579.0,43263157895.0,3739684210527.0,1,9,0,15,0,3,7,14,9,3.578062480244729e+18,0.5
b9fd0772481bf459179a3b4ab49171693im97,342105263.5,4410368421053.0,,1.0,1.125,4410368421053.0,342105263.5,4410368421053.0,,2,342105263.5,4410368421053.0,,1,8,0,9,0,2,8,9,7,,0.125
0eeffc5039b27a4dc2e420eca75b1fa55rv5q,664883208020.0929,2109705115060.4067,710816666666.45,1.1574074074074074,2.2777777777777777,5607714285714.286,2621736842105.0,3274263157895.0,3654473684210.0,12,3726315789.4,1097719298245.6666,-991754385965.0,1,18,4,41,3,1,26,12,19,8.773925847970014e+23,7.271241830065359
a71f9ab1d130394882cbdab3c886f1b0fm6hu,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,2,2,2,2,,0.0
86a626c876e7eb4be35f4f0b0a78f97a1rn7h,26315789.5,3001105263157.6665,2172157894737.0,1.0,1.3333333333333333,9003315789473.0,26315789.5,3001105263157.6665,2172157894737.0,4,26315789.5,3001105263157.6665,2172157894737.0,1,9,0,12,0,3,11,12,9,,1.0
96b7bb4238e7ebb439d81d63db4c2796aoofv,37219298245.71111,2399775526315.8823,-504385651628.97626,1.088,2.0,4417068421052.8,140087719298.33334,7401473684211.0,994962406015.1428,9,763157894.5,2789473684.5,-3527105263158.0,1,25,0,50,2,8,30,37,15,2.11172029000385e+21,3.5
a9237defb0a6478098f242b27ebcef18qrotd,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,2,2,2,2,,0.0
f46cfa9acdb6a4c419c70c19be4ff9523uixs,30131692555.62794,2051657769423.5845,-982692549555.8961,1.0,1.816326530612245,4421917293233.143,169368421052.5,9248368421052.0,81215311004.72728,13,131578947.5,22526315790.0,-4449210526316.0,1,49,2,89,0,17,69,80,35,2.8576708572334486e+21,4.278061224489796
7d063aa96e7a065ed5ff9deb7c851bddhrxdj,13210526315.928572,1799359649123.1667,-31284210526.2,1.0833333333333333,1.7777777777777777,2881947368421.5,18157894736.857143,3165684210527.0,-31284210526.2,7,8263157895.0,433035087719.3333,-31284210526.2,1,9,0,16,0,3,7,11,5,4.895290858480252e+19,3.9444444444444446
86091a1e6c99358936979baf67d54457x1dzy,2421052632.0,9602842105263.0,,1.0,1.1666666666666667,9602842105263.0,2421052632.0,9602842105263.0,,2,2421052632.0,9602842105263.0,,1,6,1,7,0,6,1,6,1,,0.1666666666666668
40f2eaf03624a31952397644f1b79a6fvtfjf,29324057644.088688,2422570143084.993,-362791096491.1498,1.01,3.06,7504025263157.96,358850877193.0,8782789473684.0,3255631578948.0,12,92105263.16666667,249000000000.0,-4187789473684.0,1,50,1,153,0,28,1,146,1,5.35907880645511e+21,8.139183673469388
86b6207b5e87d58ae307bdc1545a101akz0ew,,,,1.0,1.0,,,,,1,,,,1,11,0,11,0,2,10,11,10,,0.0
0870fb7e5701f3ba56762b03e157afdc1yw7u,12590240301.795479,1208441014114.739,-414767809803.75726,1.007221058511381,10.145454545454545,3416116704805.3477,61223684210.75,3896473684211.0,3433263157894.0,440,62799043.06136364,30422491307.995445,-3524368421052.5,1,55,0,558,0,16,98,165,241,1.9328165458726614e+20,3491.645117845118
d7c046d4328c139e76fea7c1833e8fe6fx4yz,,,,1.0,1.0,,,,,1,,,,1,3,0,3,0,3,3,3,3,,0.0
a37b105534ddcabb169f6ae3ec928d85slw6z,,,,1.0,1.0,,,,,1,,,,1,7,0,7,0,5,6,7,4,,0.0
5b0665172160ea4015e79dfbcfa7ed86oe0mc,1782163742.765873,10715753669.916325,6731320949.358823,2.3666666666666667,6.4,36796992481.14286,3842105263.5,28736842105.0,41473684210.0,36,255639097.7142857,1475187969.9142857,-6842105263.0,1,10,0,64,1,3,4,3,2,2.548535298997377e+18,113.15555555555555
6f6e3687f67272b103351641b678225abarzw,21919156443.802475,1017175453837.3325,34029603388.80769,1.0292857142857144,4.55,4241730263158.125,76315789473.66667,4899105263158.0,275078947368.5,38,1078947368.5,116000000000.0,-122315789474.0,1,20,0,91,1,2,55,74,47,7.365775299286642e+20,73.94473684210527
07012e0507b4281d430b93ddcd96cae66und7,3388157894.8333335,4489447368421.0,-4380315789474.0,1.0,1.3846153846153846,5816631578947.25,7342105263.0,7767947368421.0,-4380315789474.0,3,1315789474.0,27157894737.0,-4380315789474.0,1,13,0,18,0,2,15,17,9,7.270256231660973e+18,0.4230769230769231
949689cced5d86578e6c8b664ea76d6aq6zxg,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
5d02346d70f11cd61d9fb955846ee9bdp5o6k,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,2,2,2,,0.0
44d34926c0863edb7575b819980e0e728pn5b,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
e59ca537cb8df3053bdd555bc987b4a7c7m4e,11031578947.4,1881578947.25,-122807017.33333333,2.0,2.0,7526315789.0,11031578947.4,1881578947.25,-122807017.33333333,5,11031578947.4,1881578947.25,-122807017.33333333,1,4,0,8,0,2,3,4,2,,4.0
e9f928411213f44502e4942a29553ab1tbqgu,921437740.6752033,384232104180.24023,222905482456.17084,1.0,5.45,2992736842105.3335,2842105263.5,1286157894737.0,442070175438.6667,82,52631579.0,789473685.0,3740789473.675,1,20,0,109,0,13,48,90,51,1.3206373336012334e+18,325.5236842105263
fe27fe0815883aa3e1a312f0dcb45981txa2m,1026315789.5,4398710526315.5,,1.0,1.1538461538461537,4398710526315.5,1710526315.5,8780684210526.0,,2,342105263.5,16736842105.0,,1,13,0,15,0,2,5,4,10,9.362880877783933e+17,0.1410256410256411
3ce8aa0207022698b6d0eef09c89b381jzqi1,2086021811.3228831,2735621004566.197,-413881683375.36707,1.0,3.84375,5155410526315.9,8263157894.5,10784473684211.0,759894736841.0,74,68990042.66216215,37473684210.0,-4832631578947.0,1,32,0,123,0,17,49,91,74,5.52457376548641e+18,164.97479838709677
5aae3111e4fab04fa5067c740329a38d11361,2053947368.4833333,1858767982456.2,471723684210.7083,1.0,1.5277777777777777,3126675438596.5,12894736842.5,4985105263158.0,857973684210.75,6,131578947.5,62421052632.0,85473684210.66667,1,36,0,55,0,17,34,52,29,1.2650285193465704e+19,1.170634920634921
d29003d7f3ec1f0e4ca9cc17e6389b4a4phcg,6325127334.475806,4787880701754.583,125092558983.65517,1.0,2.823529411764706,11057578947369.0,12578947368.5,9143368421053.0,125092558983.65517,31,71307300.4516129,432392982456.1667,125092558983.65517,1,17,0,48,0,6,28,35,26,7.822053003592476e+19,52.779411764705884
429f301119adc32d35541dd4d60903563s7nr,228364590643.22943,1461766760651.579,-87268495758.55276,1.0345622119815667,2.3870967741935485,3948268421052.6,2014657894736.5,4625421052632.0,431868421052.5,15,771929824.3333334,287947368421.0,-1033631578948.0,1,31,1,74,1,6,47,58,57,3.957629992905949e+23,8.978494623655914
24284d3fc3334e0adeb6bb95637ca62d6dm96,2506761695.8854165,2877649172576.865,1087694508009.3623,1.0,4.625,7986754385965.0,12236842105.25,8531789473684.0,2381578947368.5,48,66885964.895833336,149052631579.0,-21739130.413043477,1,16,0,74,0,12,44,60,39,2.295819214402022e+19,135.71666666666667
88bf2c0f5460e28deb5eca2ef8e5e809ol5ru,8611495844.828947,128806315789.48,-408961593.1621622,1.2881355932203389,76.0,9660473684211.0,8611495844.828947,128806315789.48,-408961593.1621622,76,8611495844.828947,128806315789.48,-408961593.1621622,76,1,0,76,0,1,3,72,1,,
61337802cac534b7e7711793039782d6f1yy9,3612836257.3255563,2682841497873.493,-171815225563.8561,1.0,3.888888888888889,7386842105263.1,13500000000.0,8628789473684.0,582105263157.8572,12,489473684.2,267289473684.5,-962526315789.5,1,18,0,70,1,1,33,43,11,1.5882174125252033e+19,16.33986928104575
461c1d143120270fff5ebc1b91934951378ud,,,,1.0,1.0,,,,,1,,,,1,1,0,1,0,1,1,1,1,,
233e09e861813cd087e8937f32a29bccs7b3l,999999999.5,462368421052.0,,1.0,1.1666666666666667,462368421052.0,999999999.5,462368421052.0,,2,999999999.5,462368421052.0,,1,6,0,7,0,1,7,7,7,,0.1666666666666668
75613637a85df9328b743d33b0efbf1586qow,2128289473.75,5705781954887.214,1102850877193.1667,1.0,5.0,11083473684210.5,4210526316.0,9619000000000.0,1102850877193.1667,8,46052631.5,1792563909774.4285,1102850877193.1667,2,2,0,10,0,2,5,10,2,8.671420534446504e+18,18.0
e7445f6107c8cd3783fa722c7dd29fe6rcd3a,,,,1.0,1.0,,,,,1,,,,1,2,0,2,0,1,1,2,2,,0.0
781972f2af3af2abc492f9dbb0f6fceahnban,1250000000.0,9273763157894.5,,1.0,1.5,9273763157894.5,2184210526.0,13150947368421.0,,2,315789474.0,5396578947368.0,,1,4,0,6,0,1,5,6,4,1.745498613778394e+18,0.3333333333333333
213a7fb31eef8b38a23ad6b0bf2c7fd0dx3vk,842105262.5,4787210526316.0,,1.0,1.0476190476190477,4787210526316.0,842105262.5,4787210526316.0,,2,842105262.5,4787210526316.0,,1,21,0,22,0,9,20,22,2,,0.04761904761904763
dfa45994c8471762d04deb23c6450598byp8y,15789694750.945004,840179037667.6581,-598800016384.3298,1.107638888888889,6.916666666666667,3946296052631.5,54657894736.5,2513684210526.0,1108892922.0,31,78947368.5,101140350877.0,-3043657894737.0,1,12,0,83,0,1,29,33,28,3.5672640760779434e+20,83.53787878787878
d5337c2d4b58426b30c8733313eb5247syn5p,4006578947.25,1177434210526.75,,1.3333333333333333,1.4444444444444444,1177434210526.75,6973684210.5,4706315789474.0,,2,210526315.5,631578948.0,,1,9,0,13,0,3,6,7,8,8.554651431882498e+18,0.2777777777777777
3c77ec9f79f6febf630325ef84f2a0bcl3qg1,4042982456.1833334,2393950877192.9663,-77963157894.9,1.0,1.6,5356336842105.2,15986842105.25,4580105263158.0,1997789473684.0,4,105263158.0,1260456140350.6667,-2024526315790.0,1,20,0,32,0,5,27,31,4,4.5610460910992695e+19,1.2
91a3c57b13234af24875c56fb7e2b2f4rb56a,347991228070.06665,832347368421.3,958105263159.0,1.0555555555555556,1.3333333333333333,1074663157895.0,1708815789474.0,2540315789474.0,958105263159.0,3,1657894736.5,17157894737.0,958105263159.0,1,18,0,24,0,6,14,20,1,5.787708038246114e+23,0.35294117647058826
44bc1c87245aac66d176620f6ac9611ddbcil,861111111.0833334,2959372807017.5835,2826403508771.6665,1.0,1.375,4386438596491.3335,3052631578.5,8648947368421.0,7643315789473.0,3,35087719.333333336,87789473684.0,-1505263157895.0,1,24,0,33,0,4,26,32,27,1.4937031902913147e+18,0.5054347826086957
ae6758a627a111f6d6b530b0154c429566o4k,64243530592.712715,2063718957894.7234,-237018916008.48114,1.105810810810811,4.283783783783784,3699023157894.76,727684210526.5,9545631578947.0,8677263157895.0,201,60487038.51243781,526315789.0,-9097105263159.0,1,74,2,317,1,30,108,203,74,2.7632262649904017e+22,538.8909663087745
90eb8151eb82441b084d04893151619837abp,51789473684.166664,2647357894736.8,1515131578947.25,1.2,6.0,13236789473684.0,51789473684.166664,2647357894736.8,1515131578947.25,6,51789473684.166664,2647357894736.8,1515131578947.25,6,1,0,6,0,1,6,6,1,,
dc87cba6dc8717e219e9fa9edcd10ae4a2i86,,,,1.0,1.0,,,,,1,,,,1,3,0,3,0,2,3,3,3,,0.0
5cdd665a22747394620c17b7753947b0xgzhw,619674185.2738094,3427228070175.5713,-1656842105263.0,1.0166666666666666,1.6,4103887218045.2856,1789473684.0,11983684210527.0,86473684210.5,4,39473684.0,68157894737.0,-3205157894736.0,1,20,1,32,0,3,19,26,20,3.55485753815699e+17,0.9894736842105262
497ef6187e03fd9d4387ac436461a40f982dq,70355263158.10715,2393086466165.3574,22535087719.333332,1.0129870129870129,1.7272727272727273,8096763157894.5,137157894736.71428,2884947368421.0,22535087719.333332,8,3552631579.5,1901225563909.7144,22535087719.333332,1,11,0,19,1,3,3,18,3,8.925183171654238e+21,4.418181818181818
6679d668a393f336ba9d1cb6a154e03aifmkr,2615288220.678571,4803536340852.023,-1322675438596.5,1.0,1.3235294117647058,5676894736842.0,10736842105.5,10255894736842.0,1293342105263.5,4,70175438.66666667,7157894737.0,-5094526315790.0,1,34,0,45,0,14,26,33,26,1.3809336939474993e+19,0.5285204991087343
c755d2832026bc2a6f5d2d6df5740f06mr3nj,11061403508.5,4440363157894.9,3814578947369.0,1.0,1.6666666666666667,4830789473684.4,36789473684.0,9263157894737.0,3814578947369.0,3,228070175.0,1299473684211.0,3814578947369.0,1,9,0,15,0,2,11,11,4,2.5466266543552306e+20,0.5
e932ef68638c37220f4c2c386cf54578x4hpn,71770334.9090909,1121826315789.5,-91789473684.22223,1.0,2.111111111111111,11218263157895.0,71770334.9090909,1121826315789.5,-91789473684.22223,11,71770334.9090909,1121826315789.5,-91789473684.22223,1,9,0,19,0,4,16,19,9,,11.11111111111111
23bdbb8575f191b71853bf78d09e11a1lhnfn,10565357019.98107,1905539584254.67,-819256934001.6368,1.0105820105820105,3.037037037037037,5444668730650.0,55000000000.5,10037789473684.0,722526315790.0,9,526315789.5,5052631579.0,-6186526315789.0,1,27,0,82,0,4,33,35,26,1.70121789868972e+20,6.421652421652421
